grid,dofs,total_inner_iters,walltime_s_median,walltime_min,walltime_max
16x16x10,9664,1177,1.0343811999991885,0.9702754999998433,1.0702105999989726
24x24x15,33264,2433,4.894354600000952,4.672252699998353,4.96159439999974
32x32x20,79616,4266,19.775801100000535,19.391820100001496,19.99083029999747
48x48x30,271296,50000,885.6741742000013,834.2498966000021,886.1999576000017
